id,title,language,type,job_names,job_category_names,de_level,en_level,de_reason,en_reason,url
40492973,Engaging Motion Graphics for Schugle,en,fixed,"Animation, Motion Graphics, Video Editing, Explainer Videos","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",1,1,"[AI辅助] 需要理解德语屏幕文本的目的与内容以确保设计匹配，但仅需基础理解 / German on-screen text understanding is required for design fit, but only basic comprehension is needed.","[AI辅助] 未提及更高英语要求，默认英语入门足以理解项目描述 / No higher English requirement stated, default beginner English suffices to understand the project description.",https://www.freelancer.com/projects/motion-graphics/Engaging-Motion-Graphics-for-Schugle
40493690,Investment Platform Web Application -- 2,en,fixed,"PHP, Website Design, Graphic Design, HTML, Node.js, Full Stack Development, MongoDB, REST API","Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/php/Investment-Platform-Web-Application-40493690
40492924,Baustellen-Diashow mit Musik,de,fixed,"Video Services, Animation, Digital Design, Creative Design, Video Production, Video Editing, A/V editing, Digital Art","Design, Media & Architecture, Design, Media & Architecture, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",3,1,"[AI辅助] 发帖语言为德语，客户以德语描述需求并期望沟通 / Post in German, client communicates in German.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",https://www.freelancer.com/projects/av-editing/Baustellen-Diashow-mit-Musik
40492879,Recover Payment From Indian Supplier,en,fixed,"Contracts, Legal Research, Legal Writing, Litigation, Legal Consultation","Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal, Writing & Content, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需英语沟通处理法律事务 / Job posted in English, requires English communication for legal matters",https://www.freelancer.com/projects/legal-consultation/Recover-Payment-From-Indian-Supplier
40492060,Unisex Cotton Bikini Underwear Design,en,fixed,"Graphic Design, 3D Rendering, Fashion Design, Covers & Packaging, Pattern Making, 3D Modelling, Textile Design, Technical Drawing / Tech Pack","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需清晰反馈沟通 / Job posted in English, requires clear feedback communication",https://www.freelancer.com/projects/technical-drawing-tech-pack/Unisex-Cotton-Bikini-Underwear-Design
40491987,Engagierter Remote-Kundendienst auf Englisch,de,hourly,"PHP, Translation, German Translator, English (UK) Translator, Customer Service, Helpdesk, Zendesk, Documentation","Websites, IT & Software, Writing & Content, Translation & Languages, Translation & Languages, Data Entry & Admin, Data Entry & Admin, Websites, IT & Software, Websites, IT & Software",2,2,[rule] 命中规则: gutes deutsch / rule hits: gutes deutsch,[AI辅助] 要求“fließendes Englisch”，对应B1/B2 / “fließendes Englisch” means fluent B1/B2 English required,https://www.freelancer.com/projects/customer-service/Engagierter-Remote-Kundendienst-auf
40491977,Arabic Unity Visual Scripting Guidance,en,fixed,"iPhone, Unity 3D, Game Development, Programming","Mobile Phones & Computing, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",https://www.freelancer.com/projects/game-development/Arabic-Unity-Visual-Scripting-Guidance
40491914,Optimierung von Facebook-/Meta-Anzeigenkampagnen,de,fixed,"Internet Marketing, Article Writing, Market Research, German Translator, Social Media Marketing, Conversion Rate Optimization, Digital Marketing, Lead Generation, A/B Testing, Facebook Ads","Sales & Marketing, Writing & Content, Sales & Marketing, Translation & Languages, Sales & Marketing, Sales & Marketing, Websites, IT & Software, Sales & Marketing, Websites, IT & Software, Sales & Marketing",1,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/facebook-ads/Optimierung-von-Facebook-Meta
40491461,Odoo-Freelancer für Anpassungen und Optimierungen gesucht,de,fixed,"JavaScript, XML, Python, Django, ERP, Software Development, Odoo, Web Development","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",1,1,"[AI辅助] 岗位接受德语或英语良好，德语非强制 / Job accepts good German or English, German not mandatory","[AI辅助] 岗位接受德语或英语良好，英语最低可为入门 / Job accepts good German or English, English minimum can be beginner",https://www.freelancer.com/projects/odoo/Odoo-Freelancer-Anpassungen-und
40491290,Meta-/Instagram-Werbeanzeige für Immobilien-Investment (Sonder AfA),de,fixed,"Graphic Design, Internet Marketing, Google Adwords, Facebook Marketing, Content Marketing, A/B Testing, Instagram Ads, Facebook Ads","Design, Media & Architecture, Sales & Marketing, Sales & Marketing, Sales & Marketing, Sales & Marketing, Websites, IT & Software, Sales & Marketing, Sales & Marketing",3,1,"[AI辅助] 岗位要求撰写高质量德语广告文案 'sehr gutes, seriöses deutschsprachiges Texten' / Job requires writing high-quality German ad copy with 'very good, reputable German-language text'.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",https://www.freelancer.com/projects/facebook-ads/Meta-Instagram-Werbeanzeige-Immobilien
40491297,2-Layer Automotive PCB Design: Multi-Port USB Charger & Data Bypass Module (JLCPCB/LCSC Optimized),en,fixed,"Electronics, Microcontroller, Electrical Engineering, PCB Layout, Circuit Design, 2D Drafting, 3D CAD, Automotive Engineering","Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture, Engineering & Science",0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 英语项目沟通流畅即可 / English for project communication at fluent level is sufficient,https://www.freelancer.com/projects/automotive-engineering/Layer-Automotive-PCB-Design-Multi
40490096,Part-Time Admin & Web Assistant,en,hourly,"Website Design, Graphic Design, WordPress, HTML, Administrative Support, Content Creation, Canva, Content Management System (CMS)","Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Writing & Content, Design, Media & Architecture, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/canva/Part-Time-Admin-Web-Assistant
40489865,Long slide game animations,en,fixed,"Animation, 3D Animation, Blender","Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 英文帖子，需协作沟通，流畅英语 / Post in English, collaboration requires fluent English",https://www.freelancer.com/projects/3d-animation/Long-slide-game-animations
40489849,Excel Number Processing,en,fixed,"Data Processing, Data Entry, Accounting, Excel, Data Cleansing, Data Visualization, Data Analysis, Data Management","Data Entry & Admin, Data Entry & Admin, Business, Accounting, Human Resources & Legal, Data Entry & Admin, Data Entry & Admin, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 全英文帖子但未明确要求高于入门英语 / English post but no explicit requirement above beginner,https://www.freelancer.com/projects/Excel-Number-Processing-fix
40489765,Webdesign für Trauerrednerin,de,fixed,"Graphic Design, Web Security, SEO, Website Optimization, Web Application, Web Design, Website Development","Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",1,1,"[AI辅助] 未发现德语要求，仅提供德语文本但未要求语言技能 / No German requirement found, only German texts provided but no language skill required","[AI辅助] 默认英语入门，文本未提及任何英语要求 / Default English beginner, no English requirement mentioned",https://www.freelancer.com/projects/web-design/Webdesign-Trauerrednerin
40489409,Milanuncios.com Job Ad Poster,en,hourly,"SEO, Data Entry, Web Scraping, Virtual Assistant, Content Writing, Digital Marketing, Web Development, Social Media Management","Websites, IT & Software, Data Entry & Admin, Websites, IT & Software, Jobs for Anyone, Writing & Content, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 发帖语言为英语，需理解基本指令，默认入门 / Posting language is English, basic instruction comprehension needed, default beginner",https://www.freelancer.com/projects/data-entry/Milanuncios-com-Job-Poster
40489129,Corporate PowerPoint Visual Overhaul,en,fixed,"Graphic Design, Logo Design, Powerpoint, Branding, Corporate Identity, Presentations, Microsoft Office, Visual Design","Design, Media & Architecture, Design, Media & Architecture, Writing & Content, Sales & Marketing, Design, Media & Architecture, Design, Media & Architecture, Data Entry & Admin, Design, Media & Architecture",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 发帖为英文，未明确要求更高水平，默认入门 / Job posted in English, no higher requirement stated, default beginner",https://www.freelancer.com/projects/branding/Corporate-PowerPoint-Visual-Overhaul
40556279,ABAP SAP GUI Screen Development,en,fixed,"SAP, SAP HANA, Advanced Business Application Programming (ABAP)","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 项目沟通与文档使用英语，要求流畅水平 / Project communication and docs in English require fluent level,https://www.freelancer.com/projects/sap/ABAP-SAP-GUI-Screen-Development
40556220,E-Commerce App & Logo Design,en,fixed,"PHP, Website Design, Logo Design, Mobile App Development, UX / User Experience, UI / User Interface, AI Chatbot","Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Mobile Phones & Computing, Design, Media & Architecture, Design, Media & Architecture, Artificial Intelligence",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement specified, default beginner",https://www.freelancer.com/projects/ui-design/Commerce-App-Logo-Design
40556123,AutoCAD 3D-Modell Mechanik,de,fixed,"3D Rendering, Home Design, Mechanical Engineering, AutoCAD, 3D Modelling, 3D Design, 3D CAD, 3D Drafting","Design, Media & Architecture, Engineering & Science, Engineering & Science, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture",1,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner",https://www.freelancer.com/projects/3d-design/AutoCAD-Modell-Mechanik
40555757,B2B SaaS Google Ads long tail-keyword Strategy Sparring,en,fixed,"Search Engine Marketing, Marketing Strategy, Keyword Research, B2B Marketing, Google Ads","Sales & Marketing, Sales & Marketing, Sales & Marketing, Sales & Marketing, Sales & Marketing",1,2,"[AI辅助] 需进行德语关键词研究，基础德语即可 / German keyword research required, basic German needed",[AI辅助] 项目以英语沟通并涉及英语市场，需流畅英语 / Project communication and English market work require fluent English,https://www.freelancer.com/projects/b2b-marketing/SaaS-Google-Ads-long-tail
40555739,Businessplan im McKinsey-Stil formatieren,de,fixed,"Proofreading, Technical Writing, Editing, Report Writing, Content Writing, Business Writing, Business Plan Writing, Microsoft Word","Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content, Writing & Content, Data Entry & Admin",1,1,"[AI辅助] 岗位以德语撰写，文档为德语业务计划，需基础理解以遵循格式说明 / Job written in German, document is a German business plan, basic understanding needed to follow formatting instructions.","[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner.",https://www.freelancer.com/projects/microsoft-word/Businessplan-McKinsey-Stil-formatieren
40555693,Web Application Programming Project,en,fixed,"JavaScript, HTML5, Node.js, AngularJS, Frontend Development, Vue.js, Angular, Web Application","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作描述为英语，需要基本英语沟通 / Job description is in English, basic English communication needed",https://www.freelancer.com/projects/web-application/Web-Application-Programming-Project
40555655,Vimeo-Wix Video-Sperre Setup,de,hourly,"Website Design, Video Services, HTML, Video Production, Video Editing, Wix, Web Development, Vimeo","Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Design, Media & Architecture",3,1,[AI辅助] 明确要求德语母语专业人士 / Explicitly requires German-speaking professional,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",https://www.freelancer.com/projects/vimeo/Vimeo-Wix-Video-Sperre-Setup
40555637,AI-Generated Lifestyle Images,en,fixed,"Graphic Design, Logo Design, Photoshop, Illustrator, AI Graphic Design, AI Art Creation, AI Content Creation, AI Content Editing, AI Design, AI Development","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/ai-art-creation/Generated-Lifestyle-Images
40555613,Role-Play Interview Coach Needed,en,hourly,"Sales, Software Development, Interviewing, Public Speaking, Consulting, SaaS","Sales & Marketing, Websites, IT & Software, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal, Business, Accounting, Human Resources & Legal, Websites, IT & Software",0,3,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 明确要求美式英语流利沟通并提供反馈，暗示C1/C2水平 / Explicitly requires fluent American English and feedback, implying C1/C2 proficiency",https://www.freelancer.com/projects/consulting/Role-Play-Interview-Coach-Needed
40555334,AI Shopify Tool Beta Testing (Must Manage 3+ Active Shopify Stores),en,fixed,"PHP, Website Design, SEO, eCommerce, Shopify, AI Consulting, AI Chatbot Development, AI Content Creation, AI Research, AI Development","Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence, Artificial Intelligence",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 项目全程使用英语，需视频反馈沟通，要求流利英语 / Project uses English throughout, video feedback requires fluent English",https://www.freelancer.com/projects/seo/Shopify-Tool-Beta-Testing-Must
40554644,Personal Portfolio Website in React (JavaScript),en,fixed,"JavaScript, Website Design, SEO, CSS, Animation, HTML, Web Development, Frontend Development","Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/web-development/Personal-Portfolio-Website-React
40553880,Dezentrale Börse mit Liquiditätspool,de,fixed,"PHP, Logo Design, HTML, Blockchain, Ethereum, Solidity, Smart Contracts","Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",1,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未发现英语要求，默认英语入门 / No English requirement found, default beginner",https://www.freelancer.com/projects/blockchain/Dezentrale-rse-mit-Liquidit-tspool
40553791,Build Investment Return Security Token,en,fixed,"Testing / QA, Technical Writing, Software Testing, Research Writing, Compliance, Blockchain, Ethereum, Solidity, Smart Contracts, Binance Smart Chain","Websites, IT & Software, Writing & Content, Websites, IT & Software, Writing & Content, Business, Accounting, Human Resources & Legal, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/blockchain/Build-Investment-Return-Security-Token
40553554,Full-Stack DApp Developer Needed,en,hourly,"JavaScript, Node.js, Blockchain, Full Stack Development, Solidity, API Development","Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 帖子为英语，要求清晰沟通，推断至少流利英语 / Post in English, requires clear communication, infer at least fluent English",https://www.freelancer.com/projects/solidity/Full-Stack-DApp-Developer-Needed
40553500,Luxury Yoga Sailing Video Creation,en,fixed,"Video Services, Animation, Motion Graphics, Videography, Social Media Marketing, Video Editing, Content Creation, Voice Over, Color Grading, Script Writing","Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Sales & Marketing, Design, Media & Architecture, Writing & Content, Design, Media & Architecture, Design, Media & Architecture, Writing & Content",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，未明确要求更高水平 / Default English beginner, no higher level specified",https://www.freelancer.com/projects/motion-graphics/Luxury-Yoga-Sailing-Video-Creation
40553497,JTL-Spezialist für eBay & Amazon gesucht,de,fixed,"SEO, Photoshop, Product Descriptions, eBay, DataLife Engine, Amazon","Websites, IT & Software, Design, Media & Architecture, Writing & Content, Sales & Marketing, Websites, IT & Software, Product Sourcing & Manufacturing",3,1,[AI辅助] 岗位明确要求'Sehr gute Deutschkenntnisse' / Job explicitly requires 'very good German skills',"[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner",https://www.freelancer.com/projects/ebay/JTL-Spezialist-eBay-Amazon-gesucht
40553176,B2B Logistics Cold Calling Expert,en,hourly,"Telemarketing, Sales, Marketing, Voice Talent, Customer Service, Lead Generation, Appointment Setting, B2B Marketing","Sales & Marketing, Sales & Marketing, Sales & Marketing, Design, Media & Architecture, Data Entry & Admin, Sales & Marketing, Business, Accounting, Human Resources & Legal, Sales & Marketing",0,3,[AI辅助] 未发现德语要求 / No German requirement found,[rule] 命中规则: C1 / rule hits: C1,https://www.freelancer.com/projects/lead-generation/Logistics-Cold-Calling-Expert
40553171,ESP32 Camera PCB Design,en,fixed,"Electronics, Microcontroller, Electrical Engineering, PCB Layout, Circuit Design, 3D Printing, Antenna Design, Embedded Systems, PCB Design and Layout, Signal Processing","Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Product Sourcing & Manufacturing, Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science",0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作描述为英语，需理解技术细节，基本流畅英语 / Job description in English, requires fluent understanding of technical details",https://www.freelancer.com/projects/embedded-systems/ESP-Camera-PCB-Design
40553082,MMA Content Video Editor,en,fixed,"Video Services, YouTube, Final Cut Pro, Videography, Video Production, Video Editing, Adobe Premiere Pro, Video Processing, Video Post-editing, Video Ads","Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/adobe-premiere-pro/MMA-Content-Video-Editor
40553065,Ecopia Media's Digital Magazine Platform Development,en,fixed,"PHP, Website Design, Graphic Design, HTML, Digital Design, Canva, Magazine Design, Editorial Design, Print Design, Web Design","Websites, IT & Software, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Engineering & Science, Design, Media & Architecture, Design, Media & Architecture, Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未体现更高英语要求，默认入门 / No higher English requirement shown, default beginner",https://www.freelancer.com/projects/magazine-design/Ecopia-Media-Digital-Magazine-Platform
40552981,Prototyp kontaktloser Seifenspender mit Duft,de,fixed,"Translation, Microcontroller, Ghostwriting, Article Writing, German Translator, 3D Printing, Embedded Systems, Prototyping","Writing & Content, Engineering & Science, Writing & Content, Writing & Content, Translation & Languages, Product Sourcing & Manufacturing, Engineering & Science, Websites, IT & Software",1,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未明确英语要求，默认入门 / No explicit English requirement, default beginner",https://www.freelancer.com/projects/3d-printing/Prototyp-kontaktloser-Seifenspender-mit
40552856,Baselinker Setup With Otto & Shopify Base.com,en,fixed,"PHP, eCommerce, Technical Support, Order Processing, Inventory Management, Sales Management, API Integration","Websites, IT & Software, Websites, IT & Software, Data Entry & Admin, Data Entry & Admin, Business, Accounting, Human Resources & Legal, Sales & Marketing, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/api-integration/Baselinker-Setup-With-Otto-Shopify
40552852,Smart Parking Disc Modification -- 2,en,fixed,"Electronics, Microcontroller, Mechanical Engineering, Electrical Engineering, Circuit Design, Embedded Systems, Prototyping, Hardware Security Module, Control Engineering, Automation","Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Engineering & Science, Websites, IT & Software, Websites, IT & Software, Engineering & Science, Websites, IT & Software",0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,https://www.freelancer.com/projects/electronics/Smart-Parking-Disc-Modification-40552852
40552330,Development of a Modern Fixed-Price Painting Services Platform Everything in the webshop should be written in German.,en,fixed,"PHP, Website Design, WordPress, HTML, Web Development, Backend Development, API Development, Web Design","Websites, IT & Software, Design, Media & Architecture, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software, Websites, IT & Software",0,2,"[AI辅助] 未发现德语要求，仅要求网站内容为德语 / No German requirement for freelancer, only website content must be German",[AI辅助] 发帖语言为英语且项目沟通需英语 / Post language is English and communication requires English,https://www.freelancer.com/projects/web-development/Development-Modern-Fixed-Price-Painting
