id,title,type,de_level,en_level,de_reason,en_reason,bid_count,budget_min_eur,budget_max_eur,bid_avg_eur,P,C,z_P,z_C,bargain_score,bargain_tier,url
40505114,WebScrapper for a real estate information -- 2,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,105.0,30.000000000000004,250.00000000000003,143.03809523809525,0.5138095238095238,4.663439094112067,-0.14535082561165336,0.8112988374545023,-0.4783248315330778,low,https://www.freelancer.com/projects/php/WebScrapper-for-real-estate-information
40505063,German Sales Appointment Setter,fixed,2,1,[rule] 命中规则: fluent german / rule hits: fluent german,"[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner",4.0,1500.0,3000.0,2012.5,0.3416666666666667,1.6094379124341003,-0.36371693777283737,-1.8543940016214493,0.745338531924306,high,https://www.freelancer.com/projects/sales/German-Sales-Appointment-Setter
40504861,SolidWorks Winkelanpassung mit STEP-Ausgabe,hourly,1,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement stated, default beginner",23.0,12.0,18.0,15.652173913043478,0.6086956521739131,3.1780538303479458,-0.024986174455876538,-0.48522353609266194,0.2301186808183927,mid,https://www.freelancer.com/projects/3d-cad/SolidWorks-Winkelanpassung-mit-STEP
40504835,"Request for SAP CPI / SAP Integration Developer – Dhahran, Saudi Arabia",fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 无明确英语要求，默认入门 / No explicit English requirement, default beginner",23.0,5000.0,10000.0,6950.652173913043,0.3901304347826086,3.1780538303479458,-0.30223983207232635,-0.48522353609266194,0.0914918520101678,mid,https://www.freelancer.com/projects/troubleshooting/Request-for-SAP-CPI-SAP
40504799,E-Commerce Subscription Website Developer – Supabase + React + Mollie,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[rule] 命中规则: good english / rule hits: good english,239.0,25.95964141081998,216.33034509016647,137.70467385059615,0.5869864967668316,5.480638923341991,-0.05252460354453326,1.5245938243527768,-0.788559213948655,low,https://www.freelancer.com/projects/github/Commerce-Subscription-Website-Developer
40504725,Temporary Instagram Outreach Assistant,hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需要清晰友善的英语书写 / Requires clear and friendly written English,74.0,2.0,6.0,4.023648648648648,0.5059121621621621,4.31748811353631,-0.15536876180655512,0.5093346282967924,-0.3323516950516738,mid,https://www.freelancer.com/projects/social-media-management/Temporary-Instagram-Outreach-Assistant
40503215,Poshmark US Shirt Purchase & Forwarding,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需要英语沟通采购与物流细节 / English required for communicating purchase and logistics details,2.0,8.0,30.000000000000004,19.5,0.5227272727272726,1.0986122886681098,-0.13403851098693234,-2.3002694699935153,1.0831154795032916,high,https://www.freelancer.com/projects/product-sourcing/Poshmark-Shirt-Purchase-Forwarding
40503696,Amazon Listing Image Creation,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,45.0,8.0,30.000000000000004,23.33333333333333,0.6969696969696967,3.828641396489095,0.08699093738444066,0.08264350556363892,0.0021737159104008724,mid,https://www.freelancer.com/projects/rendering/Amazon-Listing-Image-Creation
40503221,Travel Agency Client Database,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,153.0,30.000000000000004,250.00000000000003,159.41816993464053,0.5882644087938205,5.0369526024136295,-0.05090355062575891,1.1373210703046406,-0.5941123104651997,low,https://www.freelancer.com/projects/web-application/Travel-Agency-Client-Database
40503121,Personalized Romantic Manga Comic,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，无更高要求 / Default English beginner, no higher requirement indicated",68.0,30.000000000000004,250.00000000000003,95.29411764705884,0.2967914438502674,4.23410650459726,-0.4206419133508355,0.43655477503644236,-0.42859834419363896,low,https://www.freelancer.com/projects/character-design/Personalized-Romantic-Manga-Comic
40503014,Instagram Outreach Specialist | Remote | Commission-Based,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作需英语沟通，最低流畅水平 / Requires English communication, minimum fluent level",20.0,30.000000000000004,250.00000000000003,99.85,0.31749999999999995,3.044522437723423,-0.3943727612643453,-0.6017767578944483,0.1037019983150515,mid,https://www.freelancer.com/projects/lead-generation/Instagram-Outreach-Specialist-Remote
40502839,Virtual Assistant Support Needed in Bulgaria,hourly,0,2,"[AI辅助] 未强制要求德语，仅作为英语替代选项提及 / German not mandatory, mentioned as alternative to English","[AI辅助] 要求流利英语，明确提及strong proficiency / Fluent English required, explicitly strong proficiency",1.0,6.0,12.0,9.0,0.5,0.6931471805599453,-0.16286843903537215,-2.654180739466319,1.2456561502154735,high,https://www.freelancer.com/projects/translation/Virtual-Assistant-Support-Needed
40502670,Professional 3D Website Visuals,hourly,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,63.0,15.000000000000002,60.00000000000001,30.57142857142857,0.3460317460317459,4.1588830833596715,-0.35817976111591493,0.37089581703510355,-0.36453778907550927,mid,https://www.freelancer.com/projects/blender/Professional-Website-Visuals
40502615,German Coaching Site SEO Strategist Needed,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,85.0,8.65321380360666,25.95964141081998,47.33816963149525,2.235294117647058,4.454347296253507,2.0383813613690442,0.6287925202975327,0.7047944205357557,high,https://www.freelancer.com/projects/keyword-research/German-Coaching-Site-SEO-Strategist
40502450,Instagram- und Facebook-Werbekonten einrichten,fixed,2,1,"[AI辅助] 职位描述为德语，需用德语沟通任务 / Job description in German, German needed for task communication","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner",26.0,30.000000000000004,250.00000000000003,129.65384615384616,0.45297202797202796,3.295836866004329,-0.22252421322791335,-0.3824163084473401,0.07994604760971337,mid,https://www.freelancer.com/projects/facebook-ads/Instagram-und-Facebook-Werbekonten
40501799,Temporary Finance & Admin Assistant Needed in Germany,hourly,2,2,"[AI辅助] 岗位描述要求德语流利，对应B1/B2水平 / Job requires fluent German, indicating B1/B2 level","[AI辅助] 岗位描述要求英语流利，对应B1/B2水平 / Job requires fluent English, indicating B1/B2 level",17.0,18.0,36.0,23.58823529411765,0.31045751633986934,2.8903717578961645,-0.40330627034131594,-0.7363275779201435,0.16651065378941377,mid,https://www.freelancer.com/projects/google-sheets/Temporary-Finance-Admin-Assistant-Needed
40500599,Countryside School Website,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,451.0,30.000000000000004,250.00000000000003,162.520044345898,0.6023638379358999,6.113682179832232,-0.03301818740738892,2.0771472699032425,-1.0550827286553157,low,https://www.freelancer.com/projects/web-development/Countryside-School-Website
40500593,Stadtmotiv Bildstreifen-Illustration,fixed,1,1,"[AI辅助] 未发现德语要求，但发帖语言为德语 / No German requirement stated, but post is in German","[AI辅助] 默认英语入门，无英语要求 / Default English beginner, no English requirement specified",45.0,30.000000000000004,250.00000000000003,97.31111111111112,0.30595959595959593,3.828641396489095,-0.4090119580622753,0.08264350556363892,-0.2458277318129571,mid,https://www.freelancer.com/projects/adobe-creative-cloud/Stadtmotiv-Bildstreifen-Illustration
40500554,AI Interview Practice and Real Time Coaching Web App MVP,hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作语言为英语且要求美国开发者，需流利英语 / Job language is English, US developer required, fluent English needed",179.0,21.63303450901665,43.2660690180333,34.9125754690767,0.6138547486033519,5.19295685089021,-0.018441773786226443,1.2734897825252955,-0.645965778155761,low,https://www.freelancer.com/projects/nextjs/Interview-Practice-Real-Time-Coaching
40500518,Personal Biography Ghostwriting,hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 要求流利的英语写作能力 / Requires fluent English writing skills,44.0,2.0,6.0,3.977272727272727,0.49431818181818177,3.8066624897703196,-0.1700759210474822,0.06345915992472619,-0.11676754048610419,mid,https://www.freelancer.com/projects/biography-writing/Personal-Biography-Ghostwriting-40500518
40500257,SEO GROWTH PARTNERS WANTED ACROSS EUROPE,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,69.0,250.00000000000003,750.0,405.5942028985508,0.31118840579710155,4.248495242049359,-0.4023791247609278,0.44911402177790305,-0.42574657326941545,low,https://www.freelancer.com/projects/generative-engine-optimization/SEO-GROWTH-PARTNERS-WANTED-ACROSS
40500216,"1,000 German Do-Follow Backlinks -- 2",fixed,1,2,"[AI辅助] 需在德语博客发布内容，可能需基础德语 / Need to post on German blogs, basic German likely required","[AI辅助] 发帖语言为英语，需与客户英语沟通，要求流畅 / Post is in English, client communication requires fluent English",71.0,25.95964141081998,216.33034509016647,123.66783164112223,0.5132522407170296,4.276666119016055,-0.1460577485958591,0.4737030446804258,-0.30988039663814243,mid,https://www.freelancer.com/projects/content-writing/German-Follow-Backlinks-40500216
40499962,Format Word Manuscript InDesign -- 3,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,89.0,30.000000000000004,100.0,79.68988764044943,0.7098555377207061,4.499809670330265,0.10333684329903196,0.6684744712250108,-0.28256881396298944,mid,https://www.freelancer.com/projects/graphic-design/Format-Word-Manuscript-InDesign-40499962
40499347,"**Siemens TIA Portal Commissioning Engineer (Freelance) – Satu Mare, Romania**",hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[rule] 命中规则: good english / rule hits: good english,9.0,40.0,60.00000000000001,49.11111111111112,0.4555555555555559,2.302585092994046,-0.2192469649967655,-1.2493786903211646,0.5150658626621996,high,https://www.freelancer.com/projects/electrical-engineering/Siemens-PLC-Commissioning-Automotive
40498349,Moderner Onlineshop für Kunst- und Rollrasen mit Fokus auf Google Leads und Sales,fixed,3,1,"[AI辅助] 全德语岗位，需创建德语网站内容 / German-only job, needs to build German website content.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",45.0,300.0,600.0,398.51088888888887,0.32836962962962957,3.828641396489095,-0.38058445309838707,0.08264350556363892,-0.231613979331013,mid,https://www.freelancer.com/projects/german-translator/Moderner-Onlineshop-Kunst-und-Rollrasen
40498085,Mitwachsender Babybody Schnittmuster,fixed,2,1,[AI辅助] 项目描述和交付物均为德语 / Project description and deliverables are in German,[AI辅助] 未发现英语要求 / No English requirement found,1.0,30.000000000000004,250.00000000000003,30.000000000000004,0.0,0.6931471805599453,-0.7971268561010517,-2.654180739466319,0.9285269416826336,high,https://www.freelancer.com/projects/fashion-design/Mitwachsender-Babybody-Schnittmuster
40497437,Sourcing Suppliers for German Market,hourly,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门，因帖子仅使用基础英语 / Default beginner English as only basic English used in post,8.0,2.0,6.0,3.2875,0.321875,2.1972245773362196,-0.38882300011502047,-1.3413428892204278,0.47625994455270365,high,https://www.freelancer.com/projects/supplier-sourcing/Sourcing-Suppliers-for-German-Market
40496945,Wellness Hotel TikTok Campaigns,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 发帖语言为英语，未提及更高要求，默认英语入门 / Post language is English, no higher requirement mentioned, default beginner level",43.0,30.000000000000004,250.00000000000003,172.7674418604651,0.6489429175475686,3.784189633918261,0.026068159198357647,0.04384366950585719,-0.008887755153749772,mid,https://www.freelancer.com/projects/video-editing/Wellness-Hotel-TikTok-Campaigns
40496935,Product Data Entry & Sourcing,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 英文岗位，需处理英文产品信息 / English job requiring handling of English product data,22.0,25.95964141081998,216.33034509016647,58.055591392097575,0.1685971074380166,3.1354942159291497,-0.5832585871300743,-0.5223718057366458,-0.030443390696714256,mid,https://www.freelancer.com/projects/data-entry/Product-Data-Entry-Sourcing
40495956,Silkroad Online UI Feature Development,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,36.0,8.0,30.000000000000004,19.194444444444443,0.5088383838383836,3.6109179126442243,-0.15165680034986795,-0.10739700105628941,-0.02212989964678927,mid,https://www.freelancer.com/projects/automation/Silkroad-Online-Feature-Development
40495796,Realistic Portrait Sketch from Photo,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,55.0,8.0,30.000000000000004,33.872727272727275,1.1760330578512397,4.02535169073515,0.6946908752782244,0.254342595233318,0.2201741400224532,mid,https://www.freelancer.com/projects/procreate/Realistic-Portrait-Sketch-from-Photo
40495345,Video Background Replacement Workflow & Testing,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,26.0,25.95964141081998,216.33034509016647,83.90289230343228,0.3043706293706295,3.295836866004329,-0.41102758892925156,-0.3824163084473401,-0.014305640240955736,mid,https://www.freelancer.com/projects/video-processing/Video-Background-Replacement-Workflow
40495220,Urgent Supabase Bug Fix + Long-Term Web Developer Needed,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,281.0,25.95964141081998,216.33034509016647,123.48074509036357,0.5122694920737626,5.641907070938114,-0.147304381793563,1.665357144549605,-0.906330763171584,low,https://www.freelancer.com/projects/payment-processing/Urgent-Supabase-Bug-Fix-Long
40494978,Create Apple Pay button for payment service Sumup on woocommere checkout,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,202.0,30.000000000000004,250.00000000000003,132.3390594059406,0.46517754275427536,5.313205979041787,-0.2070413122573934,1.378449545390438,-0.7927454288239156,low,https://www.freelancer.com/projects/php/Create-Apple-Pay-button-for-40494978
40494098,CoinDCX Expert Picks Fetcher,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,48.0,13.623619812398324,113.53016510331936,67.56445029017111,0.539912878787879,3.8918202981106265,-0.11223828039430324,0.13778937343153128,-0.12501382691291726,mid,https://www.freelancer.com/projects/api/CoinDCX-Expert-Picks-Fetcher
40494050,Vermittlung für Ernährungsberatung gesucht,fixed,3,1,"[AI辅助] 岗位描述为德语，要求出色的书面和口头沟通能力，需良好德语 / Job description is in German, requires outstanding communication skills, needs strong German","[AI辅助] 未提及英语要求，默认英语入门 / No English requirement mentioned, default beginner",12.0,30.000000000000004,250.00000000000003,84.16666666666667,0.24621212121212122,2.5649493574615367,-0.4848026355762853,-1.0203733627475333,0.267785363585624,mid,https://www.freelancer.com/projects/sales/Vermittlung-Ern-hrungsberatung-gesucht
40492973,Engaging Motion Graphics for Schugle,fixed,1,1,"[AI辅助] 需要理解德语屏幕文本的目的与内容以确保设计匹配，但仅需基础理解 / German on-screen text understanding is required for design fit, but only basic comprehension is needed.","[AI辅助] 未提及更高英语要求，默认英语入门足以理解项目描述 / No higher English requirement stated, default beginner English suffices to understand the project description.",74.0,750.0,1500.0,1072.337837837838,0.4297837837837839,4.31748811353631,-0.2519388913346496,0.5093346282967924,-0.380636759815721,mid,https://www.freelancer.com/projects/motion-graphics/Engaging-Motion-Graphics-for-Schugle
40493690,Investment Platform Web Application -- 2,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,379.0,750.0,1500.0,1182.8120052770448,0.5770826737027265,5.940171252720432,-0.06508776982360899,1.9256978079062346,-0.9953927888649218,low,https://www.freelancer.com/projects/php/Investment-Platform-Web-Application-40493690
40492924,Baustellen-Diashow mit Musik,fixed,3,1,"[AI辅助] 发帖语言为德语，客户以德语描述需求并期望沟通 / Post in German, client communicates in German.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",51.0,30.000000000000004,250.00000000000003,103.42647058823528,0.3337566844919785,3.9512437185814275,-0.3737508833191083,0.18965725985303591,-0.2817040715860721,mid,https://www.freelancer.com/projects/av-editing/Baustellen-Diashow-mit-Musik
40492879,Recover Payment From Indian Supplier,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需英语沟通处理法律事务 / Job posted in English, requires English communication for legal matters",16.0,25.95964141081998,216.33034509016647,120.87458031913053,0.4985795454545455,2.833213344056216,-0.16467030953839956,-0.7862184474391838,0.3107740689503921,high,https://www.freelancer.com/projects/legal-consultation/Recover-Payment-From-Indian-Supplier
40492060,Unisex Cotton Bikini Underwear Design,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位以英语发布，需清晰反馈沟通 / Job posted in English, requires clear feedback communication",26.0,10000.0,20000.0,12336.46153846154,0.2336461538461541,3.295836866004329,-0.5007427767171599,-0.3824163084473401,-0.059163234134909926,mid,https://www.freelancer.com/projects/technical-drawing-tech-pack/Unisex-Cotton-Bikini-Underwear-Design
40491987,Engagierter Remote-Kundendienst auf Englisch,hourly,2,2,[rule] 命中规则: gutes deutsch / rule hits: gutes deutsch,[AI辅助] 要求“fließendes Englisch”，对应B1/B2 / “fließendes Englisch” means fluent B1/B2 English required,20.0,12.0,18.0,14.599999999999998,0.43333333333333296,3.044522437723423,-0.24743622797746323,-0.6017767578944483,0.17717026495849253,mid,https://www.freelancer.com/projects/customer-service/Engagierter-Remote-Kundendienst-auf
40491977,Arabic Unity Visual Scripting Guidance,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",15.0,8.65321380360666,25.95964141081998,18.92169418388656,0.5933333333333332,2.772588722239781,-0.04447353451644552,-0.8391348055654654,0.3973306355245099,high,https://www.freelancer.com/projects/game-development/Arabic-Unity-Visual-Scripting-Guidance
40491914,Optimierung von Facebook-/Meta-Anzeigenkampagnen,fixed,1,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,27.0,30.000000000000004,250.00000000000003,124.70370370370372,0.4304713804713805,3.332204510175204,-0.25106666336134037,-0.35067271606696704,0.049803026352813334,mid,https://www.freelancer.com/projects/facebook-ads/Optimierung-von-Facebook-Meta
40491461,Odoo-Freelancer für Anpassungen und Optimierungen gesucht,fixed,1,1,"[AI辅助] 岗位接受德语或英语良好，德语非强制 / Job accepts good German or English, German not mandatory","[AI辅助] 岗位接受德语或英语良好，英语最低可为入门 / Job accepts good German or English, English minimum can be beginner",80.0,250.00000000000003,750.0,467.5,0.43499999999999994,4.394449154672439,-0.24532203325391058,0.576510272325748,-0.4109161527898293,low,https://www.freelancer.com/projects/odoo/Odoo-Freelancer-Anpassungen-und
40491290,Meta-/Instagram-Werbeanzeige für Immobilien-Investment (Sonder AfA),fixed,3,1,"[AI辅助] 岗位要求撰写高质量德语广告文案 'sehr gutes, seriöses deutschsprachiges Texten' / Job requires writing high-quality German ad copy with 'very good, reputable German-language text'.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",19.0,250.00000000000003,750.0,372.89473684210526,0.24578947368421047,2.995732273553991,-0.48533877108034407,-0.6443633790208804,0.07951230397026815,mid,https://www.freelancer.com/projects/facebook-ads/Meta-Instagram-Werbeanzeige-Immobilien
40491297,2-Layer Automotive PCB Design: Multi-Port USB Charger & Data Bypass Module (JLCPCB/LCSC Optimized),fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 英语项目沟通流畅即可 / English for project communication at fluent level is sufficient,18.0,250.00000000000003,750.0,597.5,0.695,2.9444389791664403,0.08449234362024283,-0.6891348638394891,0.38681360372986595,high,https://www.freelancer.com/projects/automotive-engineering/Layer-Automotive-PCB-Design-Multi
40490096,Part-Time Admin & Web Assistant,hourly,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,66.0,1.2154286802118306,4.861714720847322,4.795142377226629,0.9817424242424242,4.204692619390966,0.4482299358313939,0.4108807891734966,0.018674573328948674,mid,https://www.freelancer.com/projects/canva/Part-Time-Admin-Web-Assistant
40489865,Long slide game animations,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 英文帖子，需协作沟通，流畅英语 / Post in English, collaboration requires fluent English",14.0,8.65321380360666,12.97982070540999,44.564051088574296,8.299999999999997,2.70805020110221,9.731562867189226,-0.8954674208483615,5.313515144018794,high,https://www.freelancer.com/projects/3d-animation/Long-slide-game-animations
40489849,Excel Number Processing,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 全英文帖子但未明确要求高于入门英语 / English post but no explicit requirement above beginner,71.0,8.65321380360666,25.95964141081998,21.57148700238536,0.7464436619718308,4.276666119016055,0.14974949484087344,0.4737030446804258,-0.1619767749197762,mid,https://www.freelancer.com/projects/Excel-Number-Processing-fix
40489765,Webdesign für Trauerrednerin,fixed,1,1,"[AI辅助] 未发现德语要求，仅提供德语文本但未要求语言技能 / No German requirement found, only German texts provided but no language skill required","[AI辅助] 默认英语入门，文本未提及任何英语要求 / Default English beginner, no English requirement mentioned",125.0,250.00000000000003,750.0,441.73592,0.38347184,4.836281906951478,-0.3106863716457246,0.9621651341789241,-0.6364257529123244,low,https://www.freelancer.com/projects/web-design/Webdesign-Trauerrednerin
